datetime,dilation_list,epochs,model_name,ds_name,num_params,nd_valid,nrmse_valid,smape_valid,mae_test,nd_test,nrmse_test,smape_test,mse_test,note,ms_dtw_test,mae_test_bm,nd_test_bm,nrmse_test_bm,smape_test_bm,mse_test_bm,n_back,time,norm,dilation_depth,sliding_window_dis,lag,n_fore,n_repeat,batch_size,callbacks,conv_filter,conv_ksize,hid_dim_fore,nheads,out_features,csv_kwargs,dynamic_feat_cat,dynamic_feat_real,file_path,pkl_path,static_feat,static_feat_dim,target
2021_03_21_23_07_25,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.543333,0.741088,1.295426,0.069087,0.6242489999999999,0.8926350000000001,0.823061,0.009759,"TCAN, bike_hour mseloss 6 0.6",,0.068882,0.622398,0.8974629999999999,1.521903,0.009865,48.0,0.040891791,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_08_12,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.499223,0.661877,0.946384,0.068605,0.619889,0.824268,0.8594780000000001,0.008322,"TCAN, bike_hour mseloss 8 0.6",,0.078476,0.70908,0.924709,1.080275,0.010473,48.0,0.039468728,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_08_57,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.479392,0.6379279999999999,0.91536,0.063739,0.575928,0.775925,0.808779,0.007373999999999999,"TCAN, bike_hour mseloss 10 0.6",,0.07099,0.641442,0.8364379999999999,0.873474,0.008569,48.0,0.039750179,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_09_43,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.530165,0.7303069999999999,1.37066,0.061685,0.557363,0.803743,0.768468,0.007912,"TCAN, bike_hour mseloss 2 0.8",,0.07307000000000001,0.660239,0.8702,0.793516,0.009275,48.0,0.040549751,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_10_29,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.367367,0.505286,0.861082,0.055241,0.4991390000000001,0.6911,0.901151,0.00585,"TCAN, bike_hour mseloss 4 0.8",,0.065803,0.594572,0.780833,1.08038,0.0074680000000000015,48.0,0.03971564,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_11_14,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.383165,0.509264,0.8937799999999999,0.05732,0.5179199999999999,0.686846,0.866217,0.005778,"TCAN, bike_hour mseloss 6 0.8",,0.06590499999999999,0.595498,0.745529,1.140231,0.006808,48.0,0.039962086,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_12_00,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.38546,0.512771,0.785145,0.064288,0.5808840000000001,0.790663,0.849318,0.007657,"TCAN, bike_hour mseloss 8 0.8",,0.070576,0.637704,0.83281,0.8537819999999999,0.008495,48.0,0.040161882,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_12_46,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.402909,0.529764,0.8678899999999999,0.057663,0.521022,0.72959,0.7759590000000001,0.006520000000000001,"TCAN, bike_hour mseloss 10 0.8",,0.066524,0.601089,0.8334950000000001,1.078907,0.008509000000000001,48.0,0.039537315,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_13_31,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.5150859999999999,0.701033,1.125235,0.067846,0.613032,0.859592,0.848424,0.00905,"TCAN, bike_hour mseloss 2 1.0",,0.078591,0.710126,0.932185,1.146099,0.010643,48.0,0.038972828,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_14_15,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.526586,0.6769229999999999,0.920736,0.080249,0.725104,0.919893,0.845879,0.010365,"TCAN, bike_hour mseloss 4 1.0",,0.101012,0.912714,1.193942,0.968565,0.01746,48.0,0.040171038,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_15_02,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.485166,0.627463,0.703982,0.060178,0.54375,0.74211,0.724282,0.006745999999999999,"TCAN, bike_hour mseloss 6 1.0",,0.07055499999999999,0.637512,0.8405229999999999,0.786396,0.008653000000000001,48.0,0.040081219,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_15_47,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.344463,0.469337,1.63129,0.053433,0.482807,0.678854,0.775263,0.005645000000000001,"TCAN, bike_hour mseloss 8 1.0",,0.067704,0.611753,0.805037,0.921526,0.007937999999999999,48.0,0.040529066,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_16_34,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.475424,0.638821,1.213536,0.059326,0.536054,0.736092,0.8538600000000001,0.0066370000000000005,"TCAN, bike_hour mseloss 10 1.0",,0.059844000000000015,0.5407310000000001,0.742317,1.449982,0.006749,48.0,0.040720059,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_17_20,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,20.943441,23.267904,1.735737,0.63722,5.7577099999999986,12.803139,1.052367,2.007763,"TCAN, bike_hour ms_dtwi 2 0",,3.522532,31.828428,42.129448,1.6160450000000002,21.739576,48.0,0.082578634,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_04_20,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.528804,0.7729590000000001,0.6193,0.053737,0.566635,0.7937569999999999,0.623853,0.005667,"TCAN, PRSA ms_dtwi 10 1.0",,0.063028,0.6645979999999999,1.024886,0.693868,0.009447,48.0,0.146709476,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_23_23_36,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,13.336901,13.541868,2.396969,1.687944,15.251698,15.526351000000002,2.2200900000000003,2.952693,"TCAN, bike_hour ms_dtwi 4 0",,2.060086,18.614248,18.930515,2.279044,4.389392,48.0,0.08863440300000001,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_30_16,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,6.211436,9.649343,3.91806,0.177511,1.603931,2.419942,1.949023,0.071728,"TCAN, bike_hour ms_dtwi 6 0",,1.021193,9.227161,16.998077,2.745273,3.538988,48.0,0.087839955,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_36_51,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,3.986029,4.849252,12.597603,0.191506,1.730388,2.341607,1.4884959999999998,0.067159,"TCAN, bike_hour ms_dtwi 8 0",,0.7676069999999999,6.93584,8.358492,2.054095,0.855727,48.0,0.094697154,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_43_56,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,14.370501,14.59874,2.363626,0.227624,2.056737,2.6643,2.201396,0.08694500000000001,"TCAN, bike_hour ms_dtwi 10 0",,2.184295,19.736559,20.060686,2.257919,4.929139,48.0,0.104277282,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_51_41,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.425011,0.597747,0.8717,0.056692999999999986,0.512258,0.710653,1.021548,0.006186,"TCAN, bike_hour ms_dtwi 2 0.2",,0.060041,0.542511,0.7425729999999999,1.542309,0.0067540000000000005,48.0,0.07025276700000001,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_21_23_57_02,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.336241,0.473664,1.014883,0.057537,0.519881,0.730479,0.815113,0.006536,"TCAN, bike_hour ms_dtwi 4 0.2",,0.060038,0.542479,0.765871,1.387595,0.007184,48.0,0.078246072,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_00_02_56,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.40457,0.565068,1.30995,0.057035,0.515346,0.727399,0.912109,0.006481000000000001,"TCAN, bike_hour ms_dtwi 6 0.2",,0.05754,0.51991,0.736594,1.253307,0.006645999999999999,48.0,0.086812889,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_00_09_28,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.424286,0.578969,1.983188,0.057892999999999986,0.5231020000000001,0.727996,0.926874,0.006490999999999999,"TCAN, bike_hour ms_dtwi 8 0.2",,0.058552,0.529054,0.7374689999999999,2.097996,0.006661,48.0,0.095073575,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_00_16_35,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.341001,0.474648,1.325057,0.050564,0.45688,0.6489729999999999,0.910415,0.005159,"TCAN, bike_hour ms_dtwi 10 0.2",,0.051572,0.465984,0.655001,1.56418,0.005255,48.0,0.101601873,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_00_24_09,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.434916,0.611182,0.901568,0.053278,0.481403,0.676794,0.769161,0.00561,"TCAN, bike_hour ms_dtwi 2 0.4",,0.054959,0.496594,0.7055130000000001,1.013518,0.006097,48.0,0.06686610400000001,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_00_29_13,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.307668,0.433336,0.967795,0.047729,0.431262,0.6069899999999999,0.772813,0.0045130000000000005,"TCAN, bike_hour ms_dtwi 4 0.4",,0.05213,0.471028,0.64269,0.8389979999999999,0.005059,48.0,0.07651901400000001,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_00_34_59,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.406623,0.573196,2.671497,0.058021,0.524263,0.748818,0.821517,0.006868000000000001,"TCAN, bike_hour ms_dtwi 6 0.4",,0.059228,0.535165,0.7598779999999999,1.124854,0.007072,48.0,0.084686774,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_00_41_21,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.320852,0.458347,0.728686,0.045446,0.410637,0.5945739999999999,0.75202,0.00433,"TCAN, bike_hour ms_dtwi 8 0.4",,0.04922,0.444733,0.629077,1.664605,0.004847,48.0,0.092584703,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_00_48_16,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.317766,0.447524,1.395125,0.044703,0.403919,0.5722010000000001,0.791068,0.0040100000000000005,"TCAN, bike_hour ms_dtwi 10 0.4",,0.046084,0.416397,0.5840390000000001,1.387018,0.004178,48.0,0.101609582,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_00_55_50,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.4688520000000001,0.6486649999999999,2.159797,0.062125,0.561337,0.828259,0.871009,0.008403,"TCAN, bike_hour ms_dtwi 2 0.6",,0.062499,0.564719,0.8392299999999999,1.058472,0.008627,48.0,0.068912161,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_01_01_04,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.450571,0.631641,0.715737,0.063753,0.5760460000000001,0.817409,0.783842,0.008184,"TCAN, bike_hour ms_dtwi 4 0.6",,0.067014,0.6055149999999999,0.833536,0.831519,0.00851,48.0,0.074939246,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_01_06_43,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.340414,0.488934,1.174884,0.048629,0.439393,0.635586,0.751761,0.004947999999999999,"TCAN, bike_hour ms_dtwi 6 0.6",,0.050591,0.457123,0.65993,1.530584,0.005334,48.0,0.084029248,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_01_13_02,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.460346,0.640935,2.421562,0.053699,0.485208,0.732418,0.793297,0.00657,"TCAN, bike_hour ms_dtwi 8 0.6",,0.055265,0.49936,0.7672760000000001,1.5245540000000002,0.007210999999999999,48.0,0.092585736,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_01_19_57,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.430127,0.599237,0.758228,0.059455,0.5372180000000001,0.783258,0.798809,0.007514,"TCAN, bike_hour ms_dtwi 10 0.6",,0.060335,0.545165,0.799676,0.984271,0.007833,48.0,0.100876072,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
2021_03_22_01_27_28,"[1, 2, 4]",80.0,DeepTCN3,bike_hour,24169.0,0.788651,1.018846,0.812756,0.077677,0.701862,0.979401,0.827593,0.011749,"TCAN, bike_hour ms_dtwi 2 0.8",,0.090856,0.820947,1.155031,0.921087,0.016341,48.0,0.067506358,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'season': [1, 1, 2], 'yr': [1, 1, 2], 'mnth': [1, 1, 3], 'weekday': [1, 1, 5], 'workingday': [1, 1, 5], 'weathersit': [1, 1, 5], 'hr': [1, 1, 6], 'holiday': [1, 0, 2]}","['temp', 'atemp', 'hum', 'windspeed', 'casual', 'registered']",bike_hour.csv,pkls/bike_hour.pkl,static,2.0,cnt
